,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
10,gavin6942,Absolutely Brilliant,9/10,25 January 2015,"A team of explorers travel through a wormhole in an attempt to ensure humanity's survival.Going into this I had mixed feelings because some have praised it, others have panned it, and some say it is good with reservations. There were allegedly issues with he sound in theaters, and any number of other issues. Then, when we get to the Oscars, the film gets nominations in the technical fields but not in the top honors.This was wrong. Maybe this is not the best role from Matthew McConaughey or Anne Hathaway. Though, the fact that a ""Hathaway hater"" like myself enjoyed it should say something. And I think Jessica Chastain should have received a Best Supporting nomination. She easily outshines Laura Dern in ""Wild"".This may be the greatest ever film about physics.
                
                    16 out of 25 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
11,jboothmillard,Interstellar,7/10,11 December 2014,"I saw the poster for this film long before its release, and it was billed to be a big blockbuster, the success of space movie Gravity probably helped the hype, directed by Christopher Nolan (Memento, Insomnia, The Dark Knight, Inception). Basically, in the near future Earth is facing the extinction of the human race due to drought, famine and extreme climate change. Widowed former science engineer and NASA pilot Cooper (Matthew McConaughey) runs a farm with his father-in-law Donald (John Lithgow) and lives with teenage son Tom (Timothée Chalamet) and ten year old daughter Murphy ""Murph"" (The Twilight Saga: Breaking Dawn's Mackenzie Foy), she believes her room is haunted, the ""ghost"" she and Cooper discover is communicating through gravitational waves, leaving binary coordinates in dust. These coordinates direct Cooper to a secret NASA installation led by Professor John Brand (Sir Michael Caine), there may be hope for the human race to survive; a wormhole, created by alien intelligence, discovered in the further reaches of the solar system, leading to another galaxy, surrounding the black hole Gargantua three potentially habitable worlds have been identified, named Miller, Edmunds, and Mann, after scientists who surveyed them. Cooper is recruited to pilot the spacecraft Endurance to explore these planets, if one of them can sustain life then humanity will follow in space stations, but this means he will be away from home for many years, but this mission is important, Murph is devastated by his departure, they part on bad terms. On Endurance, Cooper is joined by Brand's biologist daughter Amelia (Anne Hathaway), scientists Romilly (Cloud Atlas's David Gyasi) and Doyle (American Beauty's Wes Bentley), and robots TARS (voiced by The Grinch's Bill Irwin) and CASE (voiced by Josh Stewart), the scientists go into hibernation while the craft travels towards the black hole, once close they awake and try to withstand the turbulent effects. The first head to planet Miller, but it being so close to Gargantua means it experiences severe gravitational time dilation: every hour on the surface is seven years on Earth, it is inhospitable, being covered by shallow ocean that experiences enormous tidal waves, Amelia tries to recover data, but Doyle is killed and departure is delayed, returning to the shuttle Cooper and Amelia find 23 years has passed. Back on Earth, adult Murph (Zero Dark Thirty's Jessica Chastain) is now a NASA scientist assisting Brand with his equation to enable NASA to launch the massive space station, near death Brand admits he already solved the problem and determined it is an impossible project, he covered this up and put faith in ""Plan B"": using fertilised embryos to start humanity anew, however Murph says the equation could work with additional data from a black hole's singularity. The Endurance only has enough fuel to visit one more planet, after a tense vote they decide Mann is best, however landing they find it is icy and inhospitable, they do however find Dr. Mann (Matt Damon) in hibernation, awoken he tells everything he knows about the mission, he knew ""Plan B"" was the true goal, he faked data to be rescued. In a moment of madness Mann breaks Cooper's spacesuit visor and leaves him to die, fleeing to Endurance on a shuttle, Romilly is killed by a bomb Mann planted, Amelia rescues Cooper and they get to Endurance, just as Mann docks improperly and causes the airlock to explode, serious damage is caused, but Cooper gets Endurance under control using the shuttle. Nearly out of fuel Cooper and Amelia plan to slingshot Endurance around Gargantua towards Edmunds, Cooper sacrifices himself with TARS to collect data on the singularity, detaching into the black hole and propelling Amelia by dropping the ship's mass, Cooper and TARS enter an extra-dimensional ""tesseract"", where time appears as a spatial dimension and portals show glimpses of Murph's childhood bedroom at various times. Cooper realises the alien beings may be human from the future who have constructed this space for him to communicate with Murph and save humanity, the coordinates from previously were in fact Cooper himself, finding adult Murph in the ""tesseract"" he uses gravitational waves to encode TARS's data on the singularity into Murph's watch, with this she solves Brand's equation and the process of evacuating Earth begins, the ""tesseract"" is closed and Cooper ejected from Gargantua back into the Solar System near Saturn. Time dilation from the entire mission means that humans have evolved to become an advanced space faring race, Cooper is found by a space police vehicle before his oxygen level drops, he wakes on-board ""Cooper's Station"", he explores the alternative world, and he reunites with elderly Murph (The Exorcist's Ellen Burstyn) who led the exodus of humanity, she advises Cooper and TARS to search for Amelia, who has begun preparation on the planet Edmunds. Also starring Casey Affleck as adult Tom Cooper, Spider-Man 3's Topher Grace as Getty, The Last King of Scotland's David Oyelowo as School Principal and William Devane as Williams. McConaughey holds it together well as the forthright pilot into space, Hathaway is good being informative, Chastain does well as the angry but important daughter, Damon is a welcome surprise, and Caine gets his moments as the wild old man. The majority of the film has similar scale and vision to 2001: A Space Odyssey, utilising fantastic special effects for spectacular visuals and extra-terrestrial worlds, I can see elements of Silent Running as well, it does get soppy towards the end with a concept like Contact (coincidentally also starring McConaughey), but overall it is a majestic space film with plenty to offer, including heart, a worthwhile science-fiction adventure. It won the Oscar for Best Visual Effects, and it was nominated for Best Music, Original Score for Hans Zimmer, Best Sound Mixing, Best Sound Editing, and Best Production Design, it won the BAFTA for Best Special Visual Effects, and it was nominated for Best Cinematography, Best Original Music, and Best Production Design, and it was nominated the Golden Globe for Best Original Score. Very good!",Interstellar
12,Tweekums,A journey across the galaxy to save humanity,9/10,27 January 2016,"Set in a future where crop species are going extinct one after another former test pilot Joseph Cooper is now a farmer growing corn. His daughter Murphey thinks there is a ghost in her room; Cooper doesn't believe in ghosts but accepts that something is there when the dust on the floor is a set of coordinates in binary form. He goes to that location and finds himself at a NASA base where he learns of a secret programme to find another habitable world involving a wormhole discovered near Saturn. He is asked to take part in a mission to find the best planet out of three orbiting a black hole; each of which has a scientist who went on a one way mission sending data back. The plan is to find a world to transfer humanity to but if that is impossible there is a back-up plan for the crew to raise the 5000 embryos stored aboard their ship. Time is an issue as it moves at a different rate near the black hole; this means that as hours pass for Cooper years are passing back on Earth.This film starts at a gentle pace gradually explaining what has happened to the Earth before getting the mission to save the world started; this means the separation of Cooper and Murphey is more emotional. Once the mission is underway there is plenty of tension, including some particularly gripping moments on the second planet they visit. The small cast does a fine job; especially Matthew McConaughey, who plays Cooper; Anne Hathaway, who plays Amelia Brand a scientist aboard the mission; and Mackenzie Foy and Jessica Chastain, who play the younger and older Murphey. The effects looked great, as one would expect in a film from Christopher Nolan, and I was pleased that space was depicted as silent; something that is both scientifically correct but also more impressive. Things do get a little confusing near the end but in a way that made me want to watch again rather than causing frustration.Overall I'd recommend this to somebody looking for intelligent science fiction in the mould of '2001 – A Space Odyssey' although this has more emotion to it than that classic.",Interstellar
13,BA_Harrison,Disappears up its own black hole.,7/10,10 November 2014,"As directed by Christopher Nolan, he of the pretentious, derivative, mind-bending crap-fest that was Inception and the vastly over-rated Dark Knight trilogy, I fully expected Interstellar to have plot holes you could pilot a space station through—and, with a whopping running time of 169 minutes, I figured staying awake would be a task almost as gargantuan as the film's black hole (which is actually called Gargantua—that's just how gargantuan it is!!!).Sure enough, the preposterous pseudo-scientific plot can be picked apart with ease, but the film itself is something of an anomaly: although it is a grossly indulgent pile of pretentious hooey that stretches plausibility to breaking point, I found myself entertained throughout. Interstellar is so far up itself that it actually transcends all the laws of cinema and proves to be a rather enjoyable piece of big-budget baloney as a result.For starters, we get Matthew McConaughey's farmer Cooper, who is chosen to pilot NASA's only spacecraft, despite having spent the last decade or so growing corn. Then we get two of science-fiction's most aesthetically awkward robots in the form of A.I. units TARS and CASE. After flying through a worm-hole, Cooper lands his spacecraft in several inches of water and then surfs a massive tidal wave. We see a planet so cold that its clouds are solid ice. We have a mad scientist who rants about the human instinct for survival while head butting Cooper with his space helmet. Although Michael Caine's character spans 23 years, he doesn't look a day older than when we first see him (his voice just gets a bit hoarse, but not Batman hoarse). And Cooper enters a black hole where he ends up behind a 5-dimensional bookcase that allows him to manipulate gravity to send a message to his daughter via wristwatch!!!And that's just the stuff I can recall right now (it's waaay past my bed-time and I'm very tired).If only there had been a few ninjas, some gratuitous female nudity (perhaps a race of insatiable, sexy alien maidens with over-sized breasts), a planet of space zombies, and a laser battle, this would have been the perfect so-bad-it's-good movie.7/10: it's too wonderfully silly for me too hate on it as much as I really should.",Interstellar
14,paul_haakonsen,Great up towards the end...,6/10,28 December 2015,"I finally got around to watching ""Interstellar"" after having been told how good and fantastic this movie was by several people. I will agree with them for the most parts. It is a beautiful movie and it has a captivating storyline. Well, right up to the point where Cooper went into the Black hole. Then it just turned ludicrous.However, from the way I had been told about the story in ""Interstellar"" I had expected a bit more from it. I found it to be a bit too brisk in getting past most of the events that took place throughout the course of the movie.The effects in the movie were really good and came off as being believable, which really worked in favor of the movie, obviously. And the acting was also quite good, even with Matt Damon in it.There are some interesting elements in the storyline, I just wish that Nolan would have put more emphasis on the science and theoretical aspects of the movie's storyline; in regards of black holes, wormholes, relativity theory, etc.All in all, an enjoyable movie for sure, but for me it just wasn't as grand and epic as most people had made it out to be.",Interstellar
15,tavm,Interstellar is quite an intriguing space movie requiring some attention to the narrative,9/10,1 December 2014,"Just watched this on IMAX with my movie theatre-working friend who had seen this before. It has Matthew McConaughey and Anne Hathaway going to space and seeking possible livable planets for places to move the earth people when that planet becomes uninhabitable. Christopher Nolan directs quite a long but mostly intriguing tale of how long this journey lasts and the effect on McConaughey's offspring when they grow up without having him around during those times. I have to admit that part of me was ready to sleep during some scenes but something exciting does always come up and it gets a little better as the narrative keeps on going. So on that note, Interstellar is very much worth seeing if you're patient enough to watch quite a long movie requiring you to think.
                
                    11 out of 22 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
16,michaelRokeefe,Absolutely thrilling! A can't miss movie!,9/10,8 November 2014,"Christopher Nolan directs an enthralling space odyssey, co-written with his brother Jonathan. This movie lives up to the hype and is one not to be missed. The earth is chocking as it is a starving Dirt Bowl. The future is dim as farmers are producing less and less to feed the population. Cooper(Matthew McConaughey)is a former test pilot and widower raising two children, fifteen year old Tom(Timothee Chalamet) and ten year old Murph(Mackenzie Foy), who is suspended from school for fighting. She refuses to believe the school books being right, saying the Apollo missions were faked in order to bankrupt Russia's space program.Cooper and daughter stumble across the remnants of the believed to be defunct NASA, where Professor Brand(Michael Caine) convinces Cooper he is the only one to command a mission to be launched into space in search of a new planet that can sustain life. The flight must enter a wormhole that will warp time, but allow a crew to rescue data from explorers, who preceded them. A member of Cooper's mission is Brand's daughter(Anne Hathaway). Deep on the mind of Cooper's daughter is the fact that if and when her father makes it back to earth, he will be the same age or older than her due to the time warp.No little green men, no aliens in sight. There are a couple of highly intelligent computerized robots, so to speak. Visually awesome and enhanced by Hans Zimmer's score. McConaughey seems driven and invested. Young Miss Foy is very watchable. And Jessica Chastain is excellent in the role of the adult Murph. Also in the cast: John Lithgow, Wes Bently, Matt Damon, William Devane, Casey Affleck and Ellen Burstyn. Plus the voices of Bill Irwin and Josh Stewart. INTERSTELLAR is stellar!",Interstellar
17,sunwarrior13,A Tale Of Love And Sacrifice,10/10,10 November 2014,"Interstellar is a science fiction film that tells the story of space travelers that are in search of a new habitable planet in the outer space.The cast includes Matthew McConaughey, Anne Hathaway, Jessica Chastain, and Michael Caine. It was written by the Nolan brothers: Jonathan and Christopher,who also the director of the film.The time on Planet Earth is nearly up.Cooper,who happens to be a frustrated farmer as it has fallen victim into famine caused by overpopulation; a blight is killing crops and creating massive dust storms; and the rise of nitrogen that is going to cause asphyxiation that will cause the end of humanity.He also happens to be a former NASA Engineer and trained test pilot that lives with his children,Murp and Tom, together with his father-in-law,Donald.One night,Cooper and Murph reach into a secret underground location that was left by NASA wherein a project headed by Professor Brand that intends to find a habitable planet before the clock on earth runs out.Cooper is found to be qualified in this space exploration wherein the destination happens to be a wormhole near Saturn. He later learns that the wormhole happens to be inhabited by aliens of great intelligence that could help human beings survive the current situation and survive the conditions it is currently experiencing.Ten years back,astronauts were sent to scout a dozen possible habitable planets.But now,the human beings final destination is being determined.Mindful of his children's future,Cooper agrees to pilot the craft together with Brand's daughter, Amelia; scientists Doyle and Romilly and the sardonic robot TARS.Later,Murph grows up into adulthood forming anger towards her father.She becomes an astronaut and Brand's second-in-charge working for the same entity that took her father away from her. The film depicts life on earth for the first 45 minutes.It establishes how humanity is suffering and the close father-and- daughter relationship between Cooper and Murph.The theme of sacrifice is fully explored especially after the father decided to leave his daughter for an space exploration for the sake of billions of people on the planet.It eventually disappoints Murph as she finds out that he may not be able to comeback.When the story shifts into space,the journey of the space exploration becomes the focus of the film.It was good to see Christopher Nolan limit the use of CGI effects so as not to overwhelm the viewer and let them go through the narrative which happens to be far from being clichéd and predictable.The conclusion is where it takes its chances as it tries to resolve the conflicts of the story with some questions left unanswered.Despite being 3 hours long,it was far from being boring for it does not drag and the story is told in a breakneck pace.This is a big-budgeted science fiction movie that is worth more than $160 million that has a very simple tale of love and sacrifice which later becomes breathtaking,hopeful and heartbreaking.It is another visual masterpiece from Nolan especially with the great special effects that is far from overwhelming but truly amazing.The operatic music from Hans Zimmer is also worth mentioning.The complex dialogue about the outer space can also be easily understood by the viewer regardless of one's educational background.Finally,it's an amazing achievement that deserves to be seen on the biggest screen with the best sound system possible. Watching it at home, no matter how good the sound system is, won't match. This one should definitely be seen inside a movie house for it is an awesome and incomparable theater experience.",Interstellar
18,Theo Robertson,Worm-Holes ? What About Plot Holes ?,4/10,29 March 2015,"One of my all time favourite novels is The Death Of Grass by the late John Christopher . Written in 1956 it tells off a virus that destroys the cereal crops of Asia , Africa and Europe plunging most of humanity in to famine . It was adapted by Cornel Wilde in a 1970 film called NO BLADE OF GRASS , a very bleak and hard hitting film but one that was also painfully disjointed and ultimately unsatisfying . That said the power of the premise is clear to see and one has high hopes it will be remade one day . Along comes Christopher Nolan a director so highly regarded that if he did a selfie on his I-phone then that clip would automatically find itself on the IMDb Top 250 film list and he takes the premise of The Death Of Grass as a plot device and manages to make a film far more unconvincing than Cornel Wilde's movie not t mention far more expensive As I said humanity is being starved in to extinction and live on a diet of corn . Being set in the American mid-West corn is obviously easy to come by but would this be true of other people living on other continents ? I'm not a farmer or a geologist but surely there's a good reason why some countries have a staple diet of wheat while other countries have a staple diet of rice ? Perhaps the countries that no longer can grow wheat now grow root vegetables as their staple diet ? I suppose you've got to join up the dots for yourself but it's rather annoying the way the rest of the world goes unmentioned almost as though the film makers have failed to think the scenario through properly . Especially later where mankind seems to be facing greater dangers from sand storms than famine Some other things the makers haven't thought through with the film In this near future world armies no longer exist ? A noble ideal perhaps but surely if a nation state exists so would an army if only to protect itself from other nation states ? It's official - everyone thinks the Moon landings were faked . I can see Nolan having a dig at creationism being taught in American schools but this ties in with another plot turn NASA still exists as a secretive organization ! Right so the government agency that sent men to the Moon and back exists as a real though somewhat underground organization and yet everyone thinks the Moon landings are faked ? Can't see the logic behind this . It also adds more confusion when ...NASA send the protagonists to a wormhole just off Jupiter . It's never revealed if these space journeys have US government approval but if not why would a government scrap standing armies and not totally shut down an agency that can send people to the ends of the solar system if you're going to teach conspiracy theories in school ? In reality it also be technically and monetary prohibitive for an agency to do this without government approval , Certainly internal logic and continuity is not the films strong point . It's also a film that's over long and contains an ending straight out of the more prentious episodes of SPACE 1999 This is a pity because it's more than competent on a technical level and I can see Nolan is trying to make an intelligent space epic that will try and grab the audiences attention and fire up their passion for real life science . Unfortunately he's left out the intelligence in crafting a drama and when this fails so does everything else",Interstellar
19,preppy-3,"Long, dull and WAY overpraised",1/10,13 November 2014,"A simple farm guy named Copper (Matthew McConaughey) and a few other experts go into outer space to explore other worlds that might sustain human life. It seems that that life on Earth might not survive due to to some unexplained environmental disaster. Naturally nothing goes right.WAY overpraised and terrible sci-fi movie. When I heard the plot from this I expected the worst. Writer/director Christopher Nolan has never been a favorite for me--I HATE what he did to Batman in his movie trilogy. I thought that he as trying to imitate Stanley Kubrick (""2001"") here but it's far worse--he's doing Steven Spielberg! The movie runs WAY too long (165 minutes) and they're constantly pushing family friendly values in your face. Cooper's non-stop yammering about his daughter got on my nerves instantly. Also that stupid fake southern accent he adopts is immediately annoying. The story is very slow and all the characters are cardboard cutouts you've seen in other movies. The special effects are flawless and there's some beautiful cinematography here but the extreme length and boring story really weigh it down. Any sort of statement they're trying to make on time and life is completely deadened by the script. Also this movie is very manipulative and way too sentimental. They go out of their way to make the audience cry--like at a Spielberg movie. Well I did cry--tears of joy at the end that this was over! Also the gaps in logic and plot holes here are very annoying. I lost track of how many times I rolled my eyes at the dubious ""logic"" served up here. The acting was as good as it could be (I guess) but, at the end, they throw in a surprise guest star (who I won't name). It didn't help because I think he's a terrible actor and this didn't change my mind. I was bored and looked at my watch MANY times while this played. It's boring, obvious and manipulative. Why is this getting so much praise? Skip it.",Interstellar
